hand_landmark,lmx,lmy,gesture
HandLandmark.THUMB_CMC,252,478,one
HandLandmark.THUMB_MCP,229,422,one
HandLandmark.THUMB_IP,234,368,one
HandLandmark.THUMB_TIP,259,351,one
HandLandmark.INDEX_FINGER_MCP,247,343,one
HandLandmark.INDEX_FINGER_PIP,248,271,one
HandLandmark.INDEX_FINGER_DIP,252,230,one
HandLandmark.INDEX_FINGER_TIP,257,193,one
HandLandmark.MIDDLE_FINGER_MCP,268,348,one
HandLandmark.MIDDLE_FINGER_PIP,265,313,one
HandLandmark.MIDDLE_FINGER_DIP,259,367,one
HandLandmark.MIDDLE_FINGER_TIP,259,388,one
HandLandmark.RING_FINGER_MCP,289,359,one
HandLandmark.RING_FINGER_PIP,285,339,one
HandLandmark.RING_FINGER_DIP,277,391,one
HandLandmark.RING_FINGER_TIP,278,404,one
HandLandmark.PINKY_MCP,310,375,one
HandLandmark.PINKY_PIP,304,351,one
HandLandmark.PINKY_DIP,296,386,one
HandLandmark.PINKY_TIP,296,400,one
HandLandmark.WRIST,275,503,one
HandLandmark.THUMB_CMC,250,479,one
HandLandmark.THUMB_MCP,228,422,one
HandLandmark.THUMB_IP,235,368,one
HandLandmark.THUMB_TIP,262,352,one
HandLandmark.INDEX_FINGER_MCP,246,343,one
HandLandmark.INDEX_FINGER_PIP,248,269,one
HandLandmark.INDEX_FINGER_DIP,252,229,one
HandLandmark.INDEX_FINGER_TIP,258,192,one
HandLandmark.MIDDLE_FINGER_MCP,268,348,one
HandLandmark.MIDDLE_FINGER_PIP,264,314,one
HandLandmark.MIDDLE_FINGER_DIP,258,366,one
HandLandmark.MIDDLE_FINGER_TIP,259,389,one
HandLandmark.RING_FINGER_MCP,288,359,one
HandLandmark.RING_FINGER_PIP,284,339,one
HandLandmark.RING_FINGER_DIP,276,389,one
HandLandmark.RING_FINGER_TIP,276,407,one
HandLandmark.PINKY_MCP,309,375,one
HandLandmark.PINKY_PIP,304,349,one
HandLandmark.PINKY_DIP,295,381,one
HandLandmark.PINKY_TIP,295,398,one
HandLandmark.WRIST,280,502,one
HandLandmark.THUMB_CMC,255,476,one
HandLandmark.THUMB_MCP,233,417,one
HandLandmark.THUMB_IP,240,360,one
HandLandmark.THUMB_TIP,266,347,one
HandLandmark.INDEX_FINGER_MCP,250,337,one
HandLandmark.INDEX_FINGER_PIP,253,264,one
HandLandmark.INDEX_FINGER_DIP,257,225,one
HandLandmark.INDEX_FINGER_TIP,263,188,one
HandLandmark.MIDDLE_FINGER_MCP,273,343,one
HandLandmark.MIDDLE_FINGER_PIP,270,305,one
HandLandmark.MIDDLE_FINGER_DIP,263,360,one
HandLandmark.MIDDLE_FINGER_TIP,264,385,one
HandLandmark.RING_FINGER_MCP,293,356,one
HandLandmark.RING_FINGER_PIP,290,334,one
HandLandmark.RING_FINGER_DIP,281,387,one
HandLandmark.RING_FINGER_TIP,282,404,one
HandLandmark.PINKY_MCP,314,374,one
HandLandmark.PINKY_PIP,309,347,one
HandLandmark.PINKY_DIP,301,381,one
HandLandmark.PINKY_TIP,301,395,one
HandLandmark.WRIST,280,503,one
HandLandmark.THUMB_CMC,254,477,one
HandLandmark.THUMB_MCP,233,418,one
HandLandmark.THUMB_IP,239,362,one
HandLandmark.THUMB_TIP,266,346,one
HandLandmark.INDEX_FINGER_MCP,250,338,one
HandLandmark.INDEX_FINGER_PIP,253,264,one
HandLandmark.INDEX_FINGER_DIP,257,223,one
HandLandmark.INDEX_FINGER_TIP,263,186,one
HandLandmark.MIDDLE_FINGER_MCP,272,343,one
HandLandmark.MIDDLE_FINGER_PIP,269,307,one
HandLandmark.MIDDLE_FINGER_DIP,263,361,one
HandLandmark.MIDDLE_FINGER_TIP,263,385,one
HandLandmark.RING_FINGER_MCP,293,355,one
HandLandmark.RING_FINGER_PIP,289,337,one
HandLandmark.RING_FINGER_DIP,281,388,one
HandLandmark.RING_FINGER_TIP,281,404,one
HandLandmark.PINKY_MCP,314,372,one
HandLandmark.PINKY_PIP,309,347,one
HandLandmark.PINKY_DIP,301,381,one
HandLandmark.PINKY_TIP,301,395,one
HandLandmark.WRIST,283,498,one
HandLandmark.THUMB_CMC,258,471,one
HandLandmark.THUMB_MCP,237,412,one
HandLandmark.THUMB_IP,244,356,one
HandLandmark.THUMB_TIP,270,342,one
HandLandmark.INDEX_FINGER_MCP,253,331,one
HandLandmark.INDEX_FINGER_PIP,256,259,one
HandLandmark.INDEX_FINGER_DIP,260,220,one
HandLandmark.INDEX_FINGER_TIP,266,184,one
HandLandmark.MIDDLE_FINGER_MCP,276,338,one
HandLandmark.MIDDLE_FINGER_PIP,273,301,one
HandLandmark.MIDDLE_FINGER_DIP,267,358,one
HandLandmark.MIDDLE_FINGER_TIP,267,381,one
HandLandmark.RING_FINGER_MCP,296,350,one
HandLandmark.RING_FINGER_PIP,294,328,one
HandLandmark.RING_FINGER_DIP,285,381,one
HandLandmark.RING_FINGER_TIP,285,398,one
HandLandmark.PINKY_MCP,317,368,one
HandLandmark.PINKY_PIP,315,341,one
HandLandmark.PINKY_DIP,305,375,one
HandLandmark.PINKY_TIP,305,389,one
HandLandmark.WRIST,285,497,one
HandLandmark.THUMB_CMC,259,470,one
HandLandmark.THUMB_MCP,237,412,one
HandLandmark.THUMB_IP,244,355,one
HandLandmark.THUMB_TIP,272,340,one
HandLandmark.INDEX_FINGER_MCP,254,332,one
HandLandmark.INDEX_FINGER_PIP,257,257,one
HandLandmark.INDEX_FINGER_DIP,261,217,one
HandLandmark.INDEX_FINGER_TIP,266,180,one
HandLandmark.MIDDLE_FINGER_MCP,277,337,one
HandLandmark.MIDDLE_FINGER_PIP,275,298,one
HandLandmark.MIDDLE_FINGER_DIP,269,352,one
HandLandmark.MIDDLE_FINGER_TIP,268,381,one
HandLandmark.RING_FINGER_MCP,297,349,one
HandLandmark.RING_FINGER_PIP,295,327,one
HandLandmark.RING_FINGER_DIP,287,379,one
HandLandmark.RING_FINGER_TIP,285,404,one
HandLandmark.PINKY_MCP,317,366,one
HandLandmark.PINKY_PIP,315,338,one
HandLandmark.PINKY_DIP,306,372,one
HandLandmark.PINKY_TIP,304,392,one
HandLandmark.WRIST,285,497,one
HandLandmark.THUMB_CMC,259,470,one
HandLandmark.THUMB_MCP,237,411,one
HandLandmark.THUMB_IP,244,355,one
HandLandmark.THUMB_TIP,272,340,one
HandLandmark.INDEX_FINGER_MCP,255,332,one
HandLandmark.INDEX_FINGER_PIP,257,257,one
HandLandmark.INDEX_FINGER_DIP,261,218,one
HandLandmark.INDEX_FINGER_TIP,266,181,one
HandLandmark.MIDDLE_FINGER_MCP,277,337,one
HandLandmark.MIDDLE_FINGER_PIP,275,298,one
HandLandmark.MIDDLE_FINGER_DIP,269,352,one
HandLandmark.MIDDLE_FINGER_TIP,268,382,one
HandLandmark.RING_FINGER_MCP,297,349,one
HandLandmark.RING_FINGER_PIP,295,326,one
HandLandmark.RING_FINGER_DIP,287,379,one
HandLandmark.RING_FINGER_TIP,286,404,one
HandLandmark.PINKY_MCP,317,366,one
HandLandmark.PINKY_PIP,315,337,one
HandLandmark.PINKY_DIP,307,371,one
HandLandmark.PINKY_TIP,305,392,one
HandLandmark.WRIST,285,500,one
HandLandmark.THUMB_CMC,258,473,one
HandLandmark.THUMB_MCP,236,416,one
HandLandmark.THUMB_IP,243,360,one
HandLandmark.THUMB_TIP,271,342,one
HandLandmark.INDEX_FINGER_MCP,253,333,one
HandLandmark.INDEX_FINGER_PIP,255,260,one
HandLandmark.INDEX_FINGER_DIP,259,221,one
HandLandmark.INDEX_FINGER_TIP,265,183,one
HandLandmark.MIDDLE_FINGER_MCP,275,338,one
HandLandmark.MIDDLE_FINGER_PIP,273,302,one
HandLandmark.MIDDLE_FINGER_DIP,267,358,one
HandLandmark.MIDDLE_FINGER_TIP,267,380,one
HandLandmark.RING_FINGER_MCP,296,349,one
HandLandmark.RING_FINGER_PIP,295,329,one
HandLandmark.RING_FINGER_DIP,286,382,one
HandLandmark.RING_FINGER_TIP,285,399,one
HandLandmark.PINKY_MCP,316,366,one
HandLandmark.PINKY_PIP,315,341,one
HandLandmark.PINKY_DIP,305,376,one
HandLandmark.PINKY_TIP,304,392,one
HandLandmark.WRIST,285,499,one
HandLandmark.THUMB_CMC,258,473,one
HandLandmark.THUMB_MCP,236,413,one
HandLandmark.THUMB_IP,242,355,one
HandLandmark.THUMB_TIP,270,343,one
HandLandmark.INDEX_FINGER_MCP,253,333,one
HandLandmark.INDEX_FINGER_PIP,255,260,one
HandLandmark.INDEX_FINGER_DIP,259,221,one
HandLandmark.INDEX_FINGER_TIP,264,184,one
HandLandmark.MIDDLE_FINGER_MCP,275,337,one
HandLandmark.MIDDLE_FINGER_PIP,273,301,one
HandLandmark.MIDDLE_FINGER_DIP,267,354,one
HandLandmark.MIDDLE_FINGER_TIP,267,379,one
HandLandmark.RING_FINGER_MCP,296,348,one
HandLandmark.RING_FINGER_PIP,293,329,one
HandLandmark.RING_FINGER_DIP,285,379,one
HandLandmark.RING_FINGER_TIP,284,398,one
HandLandmark.PINKY_MCP,317,365,one
HandLandmark.PINKY_PIP,314,339,one
HandLandmark.PINKY_DIP,305,371,one
HandLandmark.PINKY_TIP,303,387,one
HandLandmark.WRIST,284,498,one
HandLandmark.THUMB_CMC,258,472,one
HandLandmark.THUMB_MCP,236,413,one
HandLandmark.THUMB_IP,242,356,one
HandLandmark.THUMB_TIP,270,343,one
HandLandmark.INDEX_FINGER_MCP,253,333,one
HandLandmark.INDEX_FINGER_PIP,255,260,one
HandLandmark.INDEX_FINGER_DIP,259,220,one
HandLandmark.INDEX_FINGER_TIP,264,183,one
HandLandmark.MIDDLE_FINGER_MCP,275,338,one
HandLandmark.MIDDLE_FINGER_PIP,273,301,one
HandLandmark.MIDDLE_FINGER_DIP,267,354,one
HandLandmark.MIDDLE_FINGER_TIP,267,379,one
HandLandmark.RING_FINGER_MCP,296,348,one
HandLandmark.RING_FINGER_PIP,293,328,one
HandLandmark.RING_FINGER_DIP,285,379,one
HandLandmark.RING_FINGER_TIP,284,398,one
HandLandmark.PINKY_MCP,317,365,one
HandLandmark.PINKY_PIP,314,339,one
HandLandmark.PINKY_DIP,305,370,one
HandLandmark.PINKY_TIP,304,387,one
HandLandmark.WRIST,284,496,one
HandLandmark.THUMB_CMC,258,468,one
HandLandmark.THUMB_MCP,236,412,one
HandLandmark.THUMB_IP,244,357,one
HandLandmark.THUMB_TIP,271,342,one
HandLandmark.INDEX_FINGER_MCP,253,331,one
HandLandmark.INDEX_FINGER_PIP,255,257,one
HandLandmark.INDEX_FINGER_DIP,259,218,one
HandLandmark.INDEX_FINGER_TIP,264,181,one
HandLandmark.MIDDLE_FINGER_MCP,275,337,one
HandLandmark.MIDDLE_FINGER_PIP,272,299,one
HandLandmark.MIDDLE_FINGER_DIP,267,354,one
HandLandmark.MIDDLE_FINGER_TIP,266,380,one
HandLandmark.RING_FINGER_MCP,295,348,one
HandLandmark.RING_FINGER_PIP,293,326,one
HandLandmark.RING_FINGER_DIP,285,378,one
HandLandmark.RING_FINGER_TIP,284,400,one
HandLandmark.PINKY_MCP,315,365,one
HandLandmark.PINKY_PIP,313,337,one
HandLandmark.PINKY_DIP,304,371,one
HandLandmark.PINKY_TIP,302,389,one
HandLandmark.WRIST,285,497,one
HandLandmark.THUMB_CMC,258,468,one
HandLandmark.THUMB_MCP,237,412,one
HandLandmark.THUMB_IP,244,356,one
HandLandmark.THUMB_TIP,271,344,one
HandLandmark.INDEX_FINGER_MCP,253,331,one
HandLandmark.INDEX_FINGER_PIP,255,257,one
HandLandmark.INDEX_FINGER_DIP,259,218,one
HandLandmark.INDEX_FINGER_TIP,263,181,one
HandLandmark.MIDDLE_FINGER_MCP,275,337,one
HandLandmark.MIDDLE_FINGER_PIP,272,299,one
HandLandmark.MIDDLE_FINGER_DIP,267,355,one
HandLandmark.MIDDLE_FINGER_TIP,267,382,one
HandLandmark.RING_FINGER_MCP,295,348,one
HandLandmark.RING_FINGER_PIP,293,324,one
HandLandmark.RING_FINGER_DIP,286,376,one
HandLandmark.RING_FINGER_TIP,285,400,one
HandLandmark.PINKY_MCP,315,365,one
HandLandmark.PINKY_PIP,313,336,one
HandLandmark.PINKY_DIP,304,369,one
HandLandmark.PINKY_TIP,302,389,one
HandLandmark.WRIST,285,497,one
HandLandmark.THUMB_CMC,259,470,one
HandLandmark.THUMB_MCP,236,412,one
HandLandmark.THUMB_IP,242,355,one
HandLandmark.THUMB_TIP,270,344,one
HandLandmark.INDEX_FINGER_MCP,253,332,one
HandLandmark.INDEX_FINGER_PIP,256,258,one
HandLandmark.INDEX_FINGER_DIP,260,219,one
HandLandmark.INDEX_FINGER_TIP,265,182,one
HandLandmark.MIDDLE_FINGER_MCP,275,336,one
HandLandmark.MIDDLE_FINGER_PIP,272,299,one
HandLandmark.MIDDLE_FINGER_DIP,267,352,one
HandLandmark.MIDDLE_FINGER_TIP,267,378,one
HandLandmark.RING_FINGER_MCP,296,346,one
HandLandmark.RING_FINGER_PIP,292,327,one
HandLandmark.RING_FINGER_DIP,285,377,one
HandLandmark.RING_FINGER_TIP,284,398,one
HandLandmark.PINKY_MCP,316,363,one
HandLandmark.PINKY_PIP,312,338,one
HandLandmark.PINKY_DIP,304,370,one
HandLandmark.PINKY_TIP,302,388,one
HandLandmark.WRIST,285,501,one
HandLandmark.THUMB_CMC,258,476,one
HandLandmark.THUMB_MCP,236,421,one
HandLandmark.THUMB_IP,242,365,one
HandLandmark.THUMB_TIP,270,349,one
HandLandmark.INDEX_FINGER_MCP,252,340,one
HandLandmark.INDEX_FINGER_PIP,254,264,one
HandLandmark.INDEX_FINGER_DIP,259,224,one
HandLandmark.INDEX_FINGER_TIP,264,186,one
HandLandmark.MIDDLE_FINGER_MCP,275,343,one
HandLandmark.MIDDLE_FINGER_PIP,271,309,one
HandLandmark.MIDDLE_FINGER_DIP,267,361,one
HandLandmark.MIDDLE_FINGER_TIP,267,387,one
HandLandmark.RING_FINGER_MCP,296,353,one
HandLandmark.RING_FINGER_PIP,292,335,one
HandLandmark.RING_FINGER_DIP,286,385,one
HandLandmark.RING_FINGER_TIP,286,405,one
HandLandmark.PINKY_MCP,317,369,one
HandLandmark.PINKY_PIP,313,342,one
HandLandmark.PINKY_DIP,305,376,one
HandLandmark.PINKY_TIP,304,394,one
HandLandmark.WRIST,286,502,one
HandLandmark.THUMB_CMC,260,476,one
HandLandmark.THUMB_MCP,238,422,one
HandLandmark.THUMB_IP,244,368,one
HandLandmark.THUMB_TIP,271,353,one
HandLandmark.INDEX_FINGER_MCP,254,340,one
HandLandmark.INDEX_FINGER_PIP,256,264,one
HandLandmark.INDEX_FINGER_DIP,260,223,one
HandLandmark.INDEX_FINGER_TIP,264,185,one
HandLandmark.MIDDLE_FINGER_MCP,276,344,one
HandLandmark.MIDDLE_FINGER_PIP,273,310,one
HandLandmark.MIDDLE_FINGER_DIP,269,364,one
HandLandmark.MIDDLE_FINGER_TIP,268,389,one
HandLandmark.RING_FINGER_MCP,297,355,one
HandLandmark.RING_FINGER_PIP,294,336,one
HandLandmark.RING_FINGER_DIP,287,386,one
HandLandmark.RING_FINGER_TIP,285,406,one
HandLandmark.PINKY_MCP,317,371,one
HandLandmark.PINKY_PIP,314,346,one
HandLandmark.PINKY_DIP,306,379,one
HandLandmark.PINKY_TIP,304,396,one
HandLandmark.WRIST,286,502,one
HandLandmark.THUMB_CMC,260,475,one
HandLandmark.THUMB_MCP,238,423,one
HandLandmark.THUMB_IP,245,369,one
HandLandmark.THUMB_TIP,271,353,one
HandLandmark.INDEX_FINGER_MCP,254,339,one
HandLandmark.INDEX_FINGER_PIP,255,263,one
HandLandmark.INDEX_FINGER_DIP,260,222,one
HandLandmark.INDEX_FINGER_TIP,265,185,one
HandLandmark.MIDDLE_FINGER_MCP,276,344,one
HandLandmark.MIDDLE_FINGER_PIP,273,312,one
HandLandmark.MIDDLE_FINGER_DIP,268,365,one
HandLandmark.MIDDLE_FINGER_TIP,267,389,one
HandLandmark.RING_FINGER_MCP,297,355,one
HandLandmark.RING_FINGER_PIP,294,336,one
HandLandmark.RING_FINGER_DIP,287,386,one
HandLandmark.RING_FINGER_TIP,285,406,one
HandLandmark.PINKY_MCP,317,371,one
HandLandmark.PINKY_PIP,315,346,one
HandLandmark.PINKY_DIP,306,378,one
HandLandmark.PINKY_TIP,303,395,one
HandLandmark.WRIST,286,503,one
HandLandmark.THUMB_CMC,260,480,one
HandLandmark.THUMB_MCP,238,424,one
HandLandmark.THUMB_IP,244,369,one
HandLandmark.THUMB_TIP,270,351,one
HandLandmark.INDEX_FINGER_MCP,254,340,one
HandLandmark.INDEX_FINGER_PIP,256,265,one
HandLandmark.INDEX_FINGER_DIP,260,223,one
HandLandmark.INDEX_FINGER_TIP,265,184,one
HandLandmark.MIDDLE_FINGER_MCP,277,345,one
HandLandmark.MIDDLE_FINGER_PIP,274,310,one
HandLandmark.MIDDLE_FINGER_DIP,269,365,one
HandLandmark.MIDDLE_FINGER_TIP,269,390,one
HandLandmark.RING_FINGER_MCP,298,355,one
HandLandmark.RING_FINGER_PIP,295,337,one
HandLandmark.RING_FINGER_DIP,287,389,one
HandLandmark.RING_FINGER_TIP,286,408,one
HandLandmark.PINKY_MCP,319,370,one
HandLandmark.PINKY_PIP,316,345,one
HandLandmark.PINKY_DIP,308,380,one
HandLandmark.PINKY_TIP,306,396,one
HandLandmark.WRIST,288,503,one
HandLandmark.THUMB_CMC,260,475,one
HandLandmark.THUMB_MCP,238,422,one
HandLandmark.THUMB_IP,245,368,one
HandLandmark.THUMB_TIP,271,355,one
HandLandmark.INDEX_FINGER_MCP,254,340,one
HandLandmark.INDEX_FINGER_PIP,256,263,one
HandLandmark.INDEX_FINGER_DIP,261,221,one
HandLandmark.INDEX_FINGER_TIP,265,184,one
HandLandmark.MIDDLE_FINGER_MCP,276,345,one
HandLandmark.MIDDLE_FINGER_PIP,273,311,one
HandLandmark.MIDDLE_FINGER_DIP,269,365,one
HandLandmark.MIDDLE_FINGER_TIP,268,392,one
HandLandmark.RING_FINGER_MCP,297,355,one
HandLandmark.RING_FINGER_PIP,295,334,one
HandLandmark.RING_FINGER_DIP,288,384,one
HandLandmark.RING_FINGER_TIP,286,407,one
HandLandmark.PINKY_MCP,317,371,one
HandLandmark.PINKY_PIP,316,343,one
HandLandmark.PINKY_DIP,307,375,one
HandLandmark.PINKY_TIP,304,395,one
HandLandmark.WRIST,287,503,one
HandLandmark.THUMB_CMC,261,477,one
HandLandmark.THUMB_MCP,238,422,one
HandLandmark.THUMB_IP,244,367,one
HandLandmark.THUMB_TIP,270,354,one
HandLandmark.INDEX_FINGER_MCP,254,340,one
HandLandmark.INDEX_FINGER_PIP,256,263,one
HandLandmark.INDEX_FINGER_DIP,260,222,one
HandLandmark.INDEX_FINGER_TIP,265,184,one
HandLandmark.MIDDLE_FINGER_MCP,276,344,one
HandLandmark.MIDDLE_FINGER_PIP,273,311,one
HandLandmark.MIDDLE_FINGER_DIP,269,365,one
HandLandmark.MIDDLE_FINGER_TIP,268,392,one
HandLandmark.RING_FINGER_MCP,297,354,one
HandLandmark.RING_FINGER_PIP,295,334,one
HandLandmark.RING_FINGER_DIP,288,385,one
HandLandmark.RING_FINGER_TIP,286,407,one
HandLandmark.PINKY_MCP,317,369,one
HandLandmark.PINKY_PIP,316,343,one
HandLandmark.PINKY_DIP,307,376,one
HandLandmark.PINKY_TIP,304,395,one
HandLandmark.WRIST,287,503,one
HandLandmark.THUMB_CMC,260,478,one
HandLandmark.THUMB_MCP,237,422,one
HandLandmark.THUMB_IP,244,365,one
HandLandmark.THUMB_TIP,270,351,one
HandLandmark.INDEX_FINGER_MCP,254,338,one
HandLandmark.INDEX_FINGER_PIP,256,261,one
HandLandmark.INDEX_FINGER_DIP,260,220,one
HandLandmark.INDEX_FINGER_TIP,265,182,one
HandLandmark.MIDDLE_FINGER_MCP,276,342,one
HandLandmark.MIDDLE_FINGER_PIP,273,310,one
HandLandmark.MIDDLE_FINGER_DIP,268,365,one
HandLandmark.MIDDLE_FINGER_TIP,268,389,one
HandLandmark.RING_FINGER_MCP,297,352,one
HandLandmark.RING_FINGER_PIP,294,334,one
HandLandmark.RING_FINGER_DIP,287,385,one
HandLandmark.RING_FINGER_TIP,286,405,one
HandLandmark.PINKY_MCP,317,368,one
HandLandmark.PINKY_PIP,315,344,one
HandLandmark.PINKY_DIP,306,377,one
HandLandmark.PINKY_TIP,304,395,one
HandLandmark.WRIST,286,503,one
HandLandmark.THUMB_CMC,260,478,one
HandLandmark.THUMB_MCP,237,421,one
HandLandmark.THUMB_IP,243,366,one
HandLandmark.THUMB_TIP,269,353,one
HandLandmark.INDEX_FINGER_MCP,254,339,one
HandLandmark.INDEX_FINGER_PIP,256,263,one
HandLandmark.INDEX_FINGER_DIP,260,222,one
HandLandmark.INDEX_FINGER_TIP,265,184,one
HandLandmark.MIDDLE_FINGER_MCP,276,343,one
HandLandmark.MIDDLE_FINGER_PIP,273,312,one
HandLandmark.MIDDLE_FINGER_DIP,269,364,one
HandLandmark.MIDDLE_FINGER_TIP,268,389,one
HandLandmark.RING_FINGER_MCP,297,353,one
HandLandmark.RING_FINGER_PIP,294,337,one
HandLandmark.RING_FINGER_DIP,287,387,one
HandLandmark.RING_FINGER_TIP,286,407,one
HandLandmark.PINKY_MCP,318,368,one
HandLandmark.PINKY_PIP,314,345,one
HandLandmark.PINKY_DIP,306,378,one
HandLandmark.PINKY_TIP,305,396,one
HandLandmark.WRIST,287,506,one
HandLandmark.THUMB_CMC,260,482,one
HandLandmark.THUMB_MCP,236,427,one
HandLandmark.THUMB_IP,242,371,one
HandLandmark.THUMB_TIP,268,355,one
HandLandmark.INDEX_FINGER_MCP,254,344,one
HandLandmark.INDEX_FINGER_PIP,255,266,one
HandLandmark.INDEX_FINGER_DIP,260,224,one
HandLandmark.INDEX_FINGER_TIP,264,186,one
HandLandmark.MIDDLE_FINGER_MCP,276,348,one
HandLandmark.MIDDLE_FINGER_PIP,274,314,one
HandLandmark.MIDDLE_FINGER_DIP,268,363,one
HandLandmark.MIDDLE_FINGER_TIP,266,389,one
HandLandmark.RING_FINGER_MCP,297,357,one
HandLandmark.RING_FINGER_PIP,294,339,one
HandLandmark.RING_FINGER_DIP,287,389,one
HandLandmark.RING_FINGER_TIP,285,411,one
HandLandmark.PINKY_MCP,318,372,one
HandLandmark.PINKY_PIP,315,348,one
HandLandmark.PINKY_DIP,306,382,one
HandLandmark.PINKY_TIP,303,401,one
HandLandmark.WRIST,287,506,one
HandLandmark.THUMB_CMC,260,481,one
HandLandmark.THUMB_MCP,237,427,one
HandLandmark.THUMB_IP,243,372,one
HandLandmark.THUMB_TIP,269,357,one
HandLandmark.INDEX_FINGER_MCP,254,343,one
HandLandmark.INDEX_FINGER_PIP,256,265,one
HandLandmark.INDEX_FINGER_DIP,260,224,one
HandLandmark.INDEX_FINGER_TIP,264,186,one
HandLandmark.MIDDLE_FINGER_MCP,276,348,one
HandLandmark.MIDDLE_FINGER_PIP,273,314,one
HandLandmark.MIDDLE_FINGER_DIP,268,366,one
HandLandmark.MIDDLE_FINGER_TIP,267,392,one
HandLandmark.RING_FINGER_MCP,297,358,one
HandLandmark.RING_FINGER_PIP,294,338,one
HandLandmark.RING_FINGER_DIP,287,388,one
HandLandmark.RING_FINGER_TIP,285,412,one
HandLandmark.PINKY_MCP,317,374,one
HandLandmark.PINKY_PIP,315,347,one
HandLandmark.PINKY_DIP,306,381,one
HandLandmark.PINKY_TIP,303,402,one
HandLandmark.WRIST,287,506,one
HandLandmark.THUMB_CMC,260,482,one
HandLandmark.THUMB_MCP,237,427,one
HandLandmark.THUMB_IP,243,372,one
HandLandmark.THUMB_TIP,270,357,one
HandLandmark.INDEX_FINGER_MCP,254,343,one
HandLandmark.INDEX_FINGER_PIP,256,266,one
HandLandmark.INDEX_FINGER_DIP,260,225,one
HandLandmark.INDEX_FINGER_TIP,265,187,one
HandLandmark.MIDDLE_FINGER_MCP,277,347,one
HandLandmark.MIDDLE_FINGER_PIP,274,315,one
HandLandmark.MIDDLE_FINGER_DIP,270,367,one
HandLandmark.MIDDLE_FINGER_TIP,269,395,one
HandLandmark.RING_FINGER_MCP,298,358,one
HandLandmark.RING_FINGER_PIP,295,340,one
HandLandmark.RING_FINGER_DIP,288,389,one
HandLandmark.RING_FINGER_TIP,286,412,one
HandLandmark.PINKY_MCP,318,374,one
HandLandmark.PINKY_PIP,316,349,one
HandLandmark.PINKY_DIP,307,381,one
HandLandmark.PINKY_TIP,304,400,one
HandLandmark.WRIST,287,507,one
HandLandmark.THUMB_CMC,260,481,one
HandLandmark.THUMB_MCP,237,427,one
HandLandmark.THUMB_IP,243,373,one
HandLandmark.THUMB_TIP,270,358,one
HandLandmark.INDEX_FINGER_MCP,254,344,one
HandLandmark.INDEX_FINGER_PIP,256,266,one
HandLandmark.INDEX_FINGER_DIP,260,225,one
HandLandmark.INDEX_FINGER_TIP,265,187,one
HandLandmark.MIDDLE_FINGER_MCP,277,348,one
HandLandmark.MIDDLE_FINGER_PIP,274,316,one
HandLandmark.MIDDLE_FINGER_DIP,269,368,one
HandLandmark.MIDDLE_FINGER_TIP,268,395,one
HandLandmark.RING_FINGER_MCP,298,359,one
HandLandmark.RING_FINGER_PIP,295,339,one
HandLandmark.RING_FINGER_DIP,288,389,one
HandLandmark.RING_FINGER_TIP,286,412,one
HandLandmark.PINKY_MCP,318,374,one
HandLandmark.PINKY_PIP,316,349,one
HandLandmark.PINKY_DIP,307,380,one
HandLandmark.PINKY_TIP,304,400,one
HandLandmark.WRIST,289,505,one
HandLandmark.THUMB_CMC,262,480,one
HandLandmark.THUMB_MCP,239,425,one
HandLandmark.THUMB_IP,245,369,one
HandLandmark.THUMB_TIP,272,356,one
HandLandmark.INDEX_FINGER_MCP,256,340,one
HandLandmark.INDEX_FINGER_PIP,257,264,one
HandLandmark.INDEX_FINGER_DIP,262,223,one
HandLandmark.INDEX_FINGER_TIP,266,185,one
HandLandmark.MIDDLE_FINGER_MCP,279,346,one
HandLandmark.MIDDLE_FINGER_PIP,275,315,one
HandLandmark.MIDDLE_FINGER_DIP,270,369,one
HandLandmark.MIDDLE_FINGER_TIP,270,393,one
HandLandmark.RING_FINGER_MCP,300,357,one
HandLandmark.RING_FINGER_PIP,297,339,one
HandLandmark.RING_FINGER_DIP,289,389,one
HandLandmark.RING_FINGER_TIP,288,408,one
HandLandmark.PINKY_MCP,320,373,one
HandLandmark.PINKY_PIP,317,349,one
HandLandmark.PINKY_DIP,308,382,one
HandLandmark.PINKY_TIP,306,398,one
HandLandmark.WRIST,289,507,one
HandLandmark.THUMB_CMC,261,482,one
HandLandmark.THUMB_MCP,238,427,one
HandLandmark.THUMB_IP,244,371,one
HandLandmark.THUMB_TIP,272,357,one
HandLandmark.INDEX_FINGER_MCP,256,343,one
HandLandmark.INDEX_FINGER_PIP,257,264,one
HandLandmark.INDEX_FINGER_DIP,262,222,one
HandLandmark.INDEX_FINGER_TIP,267,183,one
HandLandmark.MIDDLE_FINGER_MCP,279,347,one
HandLandmark.MIDDLE_FINGER_PIP,275,316,one
HandLandmark.MIDDLE_FINGER_DIP,270,367,one
HandLandmark.MIDDLE_FINGER_TIP,268,392,one
HandLandmark.RING_FINGER_MCP,300,356,one
HandLandmark.RING_FINGER_PIP,296,342,one
HandLandmark.RING_FINGER_DIP,289,391,one
HandLandmark.RING_FINGER_TIP,288,410,one
HandLandmark.PINKY_MCP,321,372,one
HandLandmark.PINKY_PIP,318,352,one
HandLandmark.PINKY_DIP,309,384,one
HandLandmark.PINKY_TIP,306,400,one
HandLandmark.WRIST,289,507,one
HandLandmark.THUMB_CMC,262,482,one
